image_path,xmin,xmax,ymin,ymax,class_id
dataset\0007청금강앵무\0007_00000496.jpg,139,229,28,176,7
dataset\0007청금강앵무\0007_00000640.jpg,143,186,37,103,7
dataset\0007청금강앵무\0007_00000655.jpg,70,206,72,172,7
dataset\0007청금강앵무\0007_00000528.jpg,5,179,42,278,7
dataset\0007청금강앵무\0007_00000398.jpg,36,241,12,285,7
dataset\0007청금강앵무\0007_00000524.jpg,48,163,64,214,7
dataset\0007청금강앵무\0007_00000544.jpg,111,207,84,242,7
dataset\0007청금강앵무\0007_00000605.jpg,103,233,41,180,7
dataset\0007청금강앵무\0007_00000475.jpg,115,196,46,195,7
dataset\0007청금강앵무\0007_00000425.jpg,17,103,21,89,7
dataset\0007청금강앵무\0007_00000644.jpg,45,136,77,253,7
dataset\0007청금강앵무\0007_00000633.jpg,158,215,44,116,7
dataset\0007청금강앵무\0007_00000624.jpg,132,200,79,194,7
dataset\0007청금강앵무\0007_00000402.jpg,49,111,13,89,7
dataset\0007청금강앵무\0007_00000443.jpg,129,233,4,89,7
dataset\0007청금강앵무\0007_00000647.jpg,123,286,49,235,7
dataset\0007청금강앵무\0007_00000545.jpg,135,199,38,100,7
dataset\0007청금강앵무\0007_00000367.jpg,95,158,26,87,7
dataset\0007청금강앵무\0007_00000535.jpg,45,163,60,241,7
dataset\0007청금강앵무\0007_00000464.jpg,44,171,58,206,7
dataset\0007청금강앵무\0007_00000395.jpg,92,186,2,99,7
dataset\0007청금강앵무\0007_00000392.jpg,158,266,46,191,7
dataset\0007청금강앵무\0007_00000612.jpg,144,202,30,83,7
dataset\0007청금강앵무\0007_00000446.jpg,45,172,45,195,7
dataset\0007청금강앵무\0007_00000447.jpg,49,190,58,163,7
dataset\0007청금강앵무\0007_00000597.jpg,135,219,53,176,7
dataset\0007청금강앵무\0007_00000472.jpg,84,192,41,129,7
dataset\0007청금강앵무\0007_00000546.jpg,123,267,8,186,7
dataset\0007청금강앵무\0007_00000473.jpg,104,172,37,95,7
dataset\0007청금강앵무\0007_00000582.jpg,96,160,28,103,7
dataset\0007청금강앵무\0007_00000610.jpg,64,184,53,237,7
dataset\0007청금강앵무\0007_00000498.jpg,105,218,26,162,7
dataset\0007청금강앵무\0007_00000387.jpg,172,282,32,117,7
dataset\0007청금강앵무\0007_00000537.jpg,128,249,12,192,7
dataset\0007청금강앵무\0007_00000649.jpg,99,273,17,274,7
dataset\0007청금강앵무\0007_00000497.jpg,92,172,104,226,7
dataset\0007청금강앵무\0007_00000413.jpg,85,196,87,247,7
dataset\0007청금강앵무\0007_00000410.jpg,96,215,6,162,7
dataset\0007청금강앵무\0007_00000514.jpg,116,168,25,104,7
dataset\0007청금강앵무\0007_00000491.jpg,75,267,10,278,7
dataset\0007청금강앵무\0007_00000628.jpg,223,289,56,128,7
dataset\0007청금강앵무\0007_00000592.jpg,84,150,42,92,7
dataset\0007청금강앵무\0007_00000581.jpg,117,182,37,89,7
dataset\0007청금강앵무\0007_00000505.jpg,144,259,41,229,7
dataset\0007청금강앵무\0007_00000412.jpg,174,237,25,101,7
dataset\0007청금강앵무\0007_00000622.jpg,131,237,91,270,7
dataset\0007청금강앵무\0007_00000577.jpg,72,190,34,227,7
dataset\0007청금강앵무\0007_00000585.jpg,34,162,40,229,7
dataset\0007청금강앵무\0007_00000587.jpg,56,188,68,250,7
dataset\0007청금강앵무\0007_00000553.jpg,77,271,17,241,7
dataset\0007청금강앵무\0007_00000377.jpg,113,274,6,132,7
dataset\0007청금강앵무\0007_00000466.jpg,91,151,65,163,7
dataset\0007청금강앵무\0007_00000574.jpg,9,116,41,190,7
dataset\0007청금강앵무\0007_00000530.jpg,6,84,40,124,7
dataset\0007청금강앵무\0007_00000352.jpg,80,214,42,216,7
dataset\0007청금강앵무\0007_00000411.jpg,139,238,30,154,7
dataset\0007청금강앵무\0007_00000595.jpg,93,150,16,88,7
dataset\0007청금강앵무\0007_00000378.jpg,99,234,8,144,7
dataset\0007청금강앵무\0007_00000485.jpg,8,79,40,115,7
dataset\0007청금강앵무\0007_00000641.jpg,97,190,38,105,7
dataset\0007청금강앵무\0007_00000337.jpg,109,202,75,229,7
dataset\0007청금강앵무\0007_00000548.jpg,40,117,16,136,7
dataset\0007청금강앵무\0007_00000461.jpg,85,183,96,229,7
dataset\0007청금강앵무\0007_00000440.jpg,145,230,18,150,7
dataset\0007청금강앵무\0007_00000596.jpg,222,291,95,198,7
dataset\0007청금강앵무\0007_00000594.jpg,220,277,68,172,7
dataset\0007청금강앵무\0007_00000486.jpg,140,186,150,183,7
dataset\0007청금강앵무\0007_00000570.jpg,66,140,17,152,7
dataset\0007청금강앵무\0007_00000345.jpg,85,211,5,84,7
dataset\0007청금강앵무\0007_00000516.jpg,159,254,117,246,7
dataset\0007청금강앵무\0007_00000507.jpg,79,187,40,195,7
dataset\0007청금강앵무\0007_00000414.jpg,107,215,61,136,7
dataset\0007청금강앵무\0007_00000631.jpg,32,152,80,250,7
dataset\0007청금강앵무\0007_00000578.jpg,40,164,16,151,7
dataset\0007청금강앵무\0007_00000642.jpg,113,194,13,135,7
dataset\0007청금강앵무\0007_00000492.jpg,9,227,9,182,7
dataset\0007청금강앵무\0007_00000493.jpg,60,194,21,241,7
dataset\0007청금강앵무\0007_00000341.jpg,49,168,38,202,7
dataset\0007청금강앵무\0007_00000477.jpg,116,188,54,178,7
dataset\0007청금강앵무\0007_00000554.jpg,77,226,29,243,7
dataset\0007청금강앵무\0007_00000629.jpg,113,198,104,220,7
dataset\0007청금강앵무\0007_00000669.jpg,96,150,29,91,7
dataset\0007청금강앵무\0007_00000424.jpg,107,192,52,204,7
dataset\0007청금강앵무\0007_00000430.jpg,62,174,25,225,7
dataset\0007청금강앵무\0007_00000657.jpg,81,154,56,109,7
dataset\0007청금강앵무\0007_00000551.jpg,123,208,44,158,7
dataset\0007청금강앵무\0007_00000479.jpg,45,120,48,155,7
dataset\0008카멜롯매커우\0008_00000023.jpg,183,251,54,148,8
dataset\0008카멜롯매커우\0008_00000073.jpg,60,133,58,123,8
dataset\0008카멜롯매커우\0008_00000009.jpg,54,113,52,109,8
dataset\0008카멜롯매커우\0008_00000046.jpg,121,164,33,88,8
dataset\0008카멜롯매커우\0008_00000019.jpg,54,113,58,116,8
dataset\0008카멜롯매커우\0008_00000057.jpg,119,194,4,116,8
dataset\0008카멜롯매커우\0008_00000056.jpg,139,179,107,156,8
dataset\0008카멜롯매커우\0008_00000059.jpg,154,208,89,154,8
dataset\0008카멜롯매커우\0008_00000005.jpg,54,113,48,105,8
dataset\0008카멜롯매커우\0008_00000020.jpg,150,210,75,148,8
dataset\0008카멜롯매커우\0008_00000081.jpg,156,206,69,133,8
dataset\0008카멜롯매커우\0008_00000021.jpg,128,194,42,132,8
dataset\0008카멜롯매커우\0008_00000061.jpg,144,199,61,129,8
dataset\0008카멜롯매커우\0008_00000067.jpg,133,196,49,123,8
dataset\0008카멜롯매커우\0008_00000000.jpg,60,119,46,104,8
dataset\0008카멜롯매커우\0008_00000069.jpg,84,141,68,137,8
dataset\0008카멜롯매커우\0008_00000087.jpg,148,207,66,144,8
dataset\0008카멜롯매커우\0008_00000077.jpg,158,204,64,125,8
dataset\0008카멜롯매커우\0008_00000015.jpg,57,116,54,112,8
dataset\0008카멜롯매커우\0008_00000036.jpg,64,105,87,151,8
dataset\0008카멜롯매커우\0008_00000079.jpg,160,207,48,109,8
dataset\0008카멜롯매커우\0008_00000058.jpg,155,210,97,156,8
dataset\0008카멜롯매커우\0008_00000049.jpg,117,166,30,85,8
dataset\0008카멜롯매커우\0008_00000022.jpg,166,231,89,179,8
dataset\0008카멜롯매커우\0008_00000026.jpg,109,170,20,87,8
dataset\0008카멜롯매커우\0008_00000017.jpg,53,112,54,112,8
dataset\0008카멜롯매커우\0008_00000070.jpg,25,89,119,179,8
dataset\0008카멜롯매커우\0008_00000034.jpg,105,163,154,222,8
dataset\0008카멜롯매커우\0008_00000062.jpg,139,191,57,123,8
dataset\0008카멜롯매커우\0008_00000044.jpg,133,187,28,88,8
dataset\0008카멜롯매커우\0008_00000083.jpg,22,120,60,137,8
dataset\0008카멜롯매커우\0008_00000068.jpg,135,198,70,144,8
dataset\0008카멜롯매커우\0008_00000076.jpg,152,202,62,127,8
dataset\0008카멜롯매커우\0008_00000001.jpg,58,117,48,105,8
dataset\0008카멜롯매커우\0008_00000004.jpg,56,115,50,108,8
dataset\0008카멜롯매커우\0008_00000035.jpg,69,109,84,147,8
dataset\0008카멜롯매커우\0008_00000029.jpg,111,172,48,124,8
dataset\0008카멜롯매커우\0008_00000038.jpg,104,159,70,132,8
dataset\0008카멜롯매커우\0008_00000030.jpg,105,167,48,124,8
dataset\0008카멜롯매커우\0008_00000078.jpg,155,202,66,128,8
dataset\0008카멜롯매커우\0008_00000012.jpg,53,112,52,109,8
dataset\0008카멜롯매커우\0008_00000002.jpg,56,115,46,104,8
dataset\0008카멜롯매커우\0008_00000084.jpg,115,176,34,113,8
dataset\0008카멜롯매커우\0008_00000066.jpg,143,206,44,117,8
dataset\0008카멜롯매커우\0008_00000010.jpg,53,112,50,108,8
dataset\0008카멜롯매커우\0008_00000082.jpg,148,198,73,137,8
dataset\0008카멜롯매커우\0008_00000075.jpg,24,101,60,127,8
dataset\0008카멜롯매커우\0008_00000037.jpg,60,101,95,159,8
dataset\0008카멜롯매커우\0008_00000043.jpg,148,203,45,111,8
dataset\0008카멜롯매커우\0008_00000051.jpg,115,154,56,109,8
dataset\0008카멜롯매커우\0008_00000008.jpg,52,111,49,107,8
dataset\0008카멜롯매커우\0008_00000065.jpg,137,196,44,117,8
dataset\0008카멜롯매커우\0008_00000052.jpg,101,154,29,100,8
dataset\0008카멜롯매커우\0008_00000033.jpg,128,178,53,111,8
dataset\0008카멜롯매커우\0008_00000025.jpg,159,237,33,127,8
dataset\0008카멜롯매커우\0008_00000063.jpg,140,192,57,123,8
dataset\0008카멜롯매커우\0008_00000088.jpg,132,291,12,231,8
dataset\0008카멜롯매커우\0008_00000013.jpg,56,115,53,111,8
dataset\0008카멜롯매커우\0008_00000003.jpg,57,116,48,105,8
dataset\0008카멜롯매커우\0008_00000027.jpg,123,183,42,119,8
dataset\0008카멜롯매커우\0008_00000031.jpg,117,167,65,123,8
dataset\0008카멜롯매커우\0008_00000039.jpg,105,155,58,119,8
dataset\0008카멜롯매커우\0008_00000171.jpg,81,249,17,111,8
dataset\0008카멜롯매커우\0008_00000116.jpg,132,263,36,148,8
dataset\0008카멜롯매커우\0008_00000125.jpg,20,87,13,81,8
dataset\0008카멜롯매커우\0008_00000129.jpg,34,108,180,274,8
dataset\0008카멜롯매커우\0008_00000175.jpg,92,152,32,95,8
dataset\0008카멜롯매커우\0008_00000092.jpg,38,263,53,247,8
dataset\0008카멜롯매커우\0008_00000170.jpg,20,105,57,147,8
dataset\0008카멜롯매커우\0008_00000177.jpg,69,154,24,131,8
dataset\0008카멜롯매커우\0008_00000159.jpg,111,200,72,168,8
dataset\0008카멜롯매커우\0008_00000161.jpg,166,281,10,107,8
dataset\0008카멜롯매커우\0008_00000141.jpg,215,293,50,168,8
dataset\0008카멜롯매커우\0008_00000099.jpg,87,191,34,202,8
dataset\0008카멜롯매커우\0008_00000094.jpg,116,215,17,112,8
dataset\0008카멜롯매커우\0008_00000144.jpg,147,203,45,88,8
dataset\0008카멜롯매커우\0008_00000156.jpg,9,152,49,160,8
dataset\0008카멜롯매커우\0008_00000089.jpg,40,216,30,144,8
dataset\0008카멜롯매커우\0008_00000090.jpg,85,183,29,85,8
dataset\0008카멜롯매커우\0008_00000115.jpg,57,235,49,254,8
dataset\0008카멜롯매커우\0008_00000113.jpg,136,273,22,166,8
dataset\0008카멜롯매커우\0008_00000157.jpg,6,66,57,184,8
dataset\0008카멜롯매커우\0008_00000102.jpg,9,239,8,180,8
dataset\0008카멜롯매커우\0008_00000131.jpg,30,188,9,202,8
dataset\0008카멜롯매커우\0008_00000150.jpg,152,251,108,233,8
dataset\0008카멜롯매커우\0008_00000176.jpg,105,152,121,163,8
dataset\0008카멜롯매커우\0008_00000146.jpg,76,164,16,96,8
dataset\0008카멜롯매커우\0008_00000124.jpg,54,251,37,191,8
dataset\0008카멜롯매커우\0008_00000163.jpg,107,191,60,115,8
dataset\0008카멜롯매커우\0008_00000167.jpg,194,287,66,164,8
dataset\0008카멜롯매커우\0008_00000149.jpg,227,294,6,57,8
dataset\0008카멜롯매커우\0008_00000100.jpg,40,143,42,180,8
dataset\0008카멜롯매커우\0008_00000134.jpg,120,195,10,56,8
dataset\0008카멜롯매커우\0008_00000127.jpg,40,163,56,158,8
dataset\0008카멜롯매커우\0008_00000111.jpg,87,235,21,198,8
dataset\0008카멜롯매커우\0008_00000117.jpg,44,203,10,234,8
dataset\0008카멜롯매커우\0008_00000151.jpg,92,145,24,73,8
dataset\0008카멜롯매커우\0008_00000120.jpg,64,204,9,174,8
dataset\0008카멜롯매커우\0008_00000109.jpg,14,120,33,170,8
dataset\0008카멜롯매커우\0008_00000135.jpg,50,258,30,212,8
dataset\0008카멜롯매커우\0008_00000114.jpg,61,263,41,255,8
dataset\0008카멜롯매커우\0008_00000162.jpg,88,195,20,107,8
dataset\0008카멜롯매커우\0008_00000101.jpg,80,238,22,267,8
dataset\0008카멜롯매커우\0008_00000174.jpg,9,92,13,112,8
dataset\0008카멜롯매커우\0008_00000108.jpg,80,208,52,190,8
dataset\0008카멜롯매커우\0008_00000138.jpg,154,215,28,97,8
dataset\0008카멜롯매커우\0008_00000168.jpg,164,262,73,174,8
dataset\0008카멜롯매커우\0008_00000098.jpg,108,255,58,223,8
dataset\0008카멜롯매커우\0008_00000153.jpg,190,286,76,202,8
dataset\0008카멜롯매커우\0008_00000130.jpg,80,168,2,58,8
dataset\0008카멜롯매커우\0008_00000145.jpg,24,150,18,147,8
dataset\0008카멜롯매커우\0008_00000112.jpg,53,271,17,265,8
dataset\0008카멜롯매커우\0008_00000097.jpg,139,255,9,132,8
dataset\0008카멜롯매커우\0008_00000139.jpg,58,196,22,152,8
dataset\0008카멜롯매커우\0008_00000128.jpg,113,184,6,41,8
dataset\0008카멜롯매커우\0008_00000110.jpg,112,226,45,133,8
dataset\0008카멜롯매커우\0008_00000093.jpg,113,184,93,188,8
dataset\0008카멜롯매커우\0008_00000154.jpg,160,259,75,233,8
dataset\0008카멜롯매커우\0008_00000142.jpg,195,277,17,100,8
dataset\0008카멜롯매커우\0008_00000169.jpg,30,139,68,133,8
dataset\0008카멜롯매커우\0008_00000122.jpg,128,254,36,174,8
dataset\0008카멜롯매커우\0008_00000133.jpg,8,83,54,120,8
dataset\0008카멜롯매커우\0008_00000147.jpg,187,283,5,89,8
dataset\0008카멜롯매커우\0008_00000105.jpg,36,137,42,176,8
dataset\0009홍금강앵무\0009_00000025.jpg,8,69,99,223,9
dataset\0009홍금강앵무\0009_00000088.jpg,10,57,77,159,9
dataset\0009홍금강앵무\0009_00000081.jpg,13,61,73,154,9
dataset\0009홍금강앵무\0009_00000035.jpg,21,83,99,204,9
dataset\0009홍금강앵무\0009_00000041.jpg,42,104,104,208,9
dataset\0009홍금강앵무\0009_00000045.jpg,50,103,100,192,9
dataset\0009홍금강앵무\0009_00000085.jpg,14,60,66,143,9
dataset\0009홍금강앵무\0009_00000009.jpg,17,73,119,235,9
dataset\0009홍금강앵무\0009_00000018.jpg,6,68,101,226,9
dataset\0009홍금강앵무\0009_00000032.jpg,12,73,95,225,9
dataset\0009홍금강앵무\0009_00000005.jpg,16,72,97,214,9
dataset\0009홍금강앵무\0009_00000065.jpg,14,65,125,214,9
dataset\0009홍금강앵무\0009_00000087.jpg,12,57,69,147,9
dataset\0009홍금강앵무\0009_00000060.jpg,22,75,108,200,9
dataset\0009홍금강앵무\0009_00000016.jpg,10,72,105,230,9
dataset\0009홍금강앵무\0009_00000022.jpg,6,68,95,219,9
dataset\0009홍금강앵무\0009_00000049.jpg,40,92,103,195,9
dataset\0009홍금강앵무\0009_00000008.jpg,16,72,116,233,9
dataset\0009홍금강앵무\0009_00000077.jpg,14,65,91,172,9
dataset\0009홍금강앵무\0009_00000036.jpg,25,87,101,207,9
dataset\0009홍금강앵무\0009_00000042.jpg,46,99,105,198,9
dataset\0009홍금강앵무\0009_00000033.jpg,17,79,93,223,9
dataset\0009홍금강앵무\0009_00000075.jpg,13,64,100,182,9
dataset\0009홍금강앵무\0009_00000048.jpg,44,96,103,195,9
dataset\0009홍금강앵무\0009_00000050.jpg,38,91,103,195,9
dataset\0009홍금강앵무\0009_00000072.jpg,14,65,109,191,9
dataset\0009홍금강앵무\0009_00000043.jpg,49,101,105,198,9
dataset\0009홍금강앵무\0009_00000070.jpg,14,65,119,200,9
dataset\0009홍금강앵무\0009_00000073.jpg,12,62,108,190,9
dataset\0009홍금강앵무\0009_00000074.jpg,14,65,104,186,9
dataset\0009홍금강앵무\0009_00000011.jpg,13,75,116,233,9
dataset\0009홍금강앵무\0009_00000056.jpg,28,80,103,195,9
dataset\0009홍금강앵무\0009_00000076.jpg,14,65,97,179,9
dataset\0009홍금강앵무\0009_00000059.jpg,21,73,108,200,9
dataset\0009홍금강앵무\0009_00000017.jpg,8,69,104,229,9
dataset\0009홍금강앵무\0009_00000004.jpg,10,66,96,212,9
dataset\0009홍금강앵무\0009_00000026.jpg,5,66,97,227,9
dataset\0009홍금강앵무\0009_00000028.jpg,6,68,91,220,9
dataset\0009홍금강앵무\0009_00000061.jpg,18,70,109,202,9
dataset\0009홍금강앵무\0009_00000046.jpg,48,100,100,192,9
dataset\0009홍금강앵무\0009_00000068.jpg,16,66,125,207,9
dataset\0009홍금강앵무\0009_00000078.jpg,12,62,88,170,9
dataset\0009홍금강앵무\0009_00000086.jpg,16,61,70,148,9
dataset\0009홍금강앵무\0009_00000058.jpg,25,77,107,199,9
dataset\0009홍금강앵무\0009_00000019.jpg,6,68,99,223,9
dataset\0009홍금강앵무\0009_00000084.jpg,17,65,66,147,9
dataset\0009홍금강앵무\0009_00000015.jpg,12,73,108,233,9
dataset\0009홍금강앵무\0009_00000079.jpg,12,62,83,164,9
dataset\0009홍금강앵무\0009_00000020.jpg,6,68,97,222,9
dataset\0009홍금강앵무\0009_00000083.jpg,17,65,68,148,9
dataset\0009홍금강앵무\0009_00000067.jpg,13,64,131,219,9
dataset\0009홍금강앵무\0009_00000007.jpg,14,70,111,227,9
dataset\0009홍금강앵무\0009_00000038.jpg,34,96,100,204,9
dataset\0009홍금강앵무\0009_00000010.jpg,14,70,119,235,9
dataset\0009홍금강앵무\0009_00000012.jpg,13,75,113,230,9
dataset\0009홍금강앵무\0009_00000069.jpg,14,65,124,206,9
dataset\0009홍금강앵무\0009_00000000.jpg,2,58,96,207,9
dataset\0009홍금강앵무\0009_00000027.jpg,6,68,93,223,9
dataset\0009홍금강앵무\0009_00000021.jpg,6,68,92,216,9
dataset\0009홍금강앵무\0009_00000034.jpg,18,80,92,212,9
dataset\0009홍금강앵무\0009_00000052.jpg,37,89,104,196,9
dataset\0009홍금강앵무\0009_00000064.jpg,14,65,123,211,9
dataset\0009홍금강앵무\0009_00000125.jpg,135,245,33,113,9
dataset\0009홍금강앵무\0009_00000094.jpg,70,257,14,238,9
dataset\0009홍금강앵무\0009_00000104.jpg,10,243,14,200,9
dataset\0009홍금강앵무\0009_00000117.jpg,33,155,6,133,9
dataset\0009홍금강앵무\0009_00000156.jpg,113,215,38,156,9
dataset\0009홍금강앵무\0009_00000108.jpg,73,234,24,194,9
dataset\0009홍금강앵무\0009_00000131.jpg,96,162,84,151,9
dataset\0009홍금강앵무\0009_00000092.jpg,70,140,20,92,9
dataset\0009홍금강앵무\0009_00000124.jpg,80,179,87,211,9
dataset\0009홍금강앵무\0009_00000138.jpg,113,241,5,100,9
dataset\0009홍금강앵무\0009_00000163.jpg,25,124,10,119,9
dataset\0009홍금강앵무\0009_00000168.jpg,54,115,40,107,9
dataset\0009홍금강앵무\0009_00000129.jpg,132,210,44,132,9
dataset\0009홍금강앵무\0009_00000151.jpg,96,204,66,187,9
dataset\0009홍금강앵무\0009_00000179.jpg,174,226,64,127,9
dataset\0009홍금강앵무\0009_00000118.jpg,54,190,6,194,9
dataset\0009홍금강앵무\0009_00000100.jpg,107,210,124,233,9
dataset\0009홍금강앵무\0009_00000149.jpg,54,166,17,174,9
dataset\0009홍금강앵무\0009_00000166.jpg,135,212,53,163,9
dataset\0009홍금강앵무\0009_00000122.jpg,30,219,4,192,9
dataset\0009홍금강앵무\0009_00000130.jpg,119,235,28,131,9
dataset\0009홍금강앵무\0009_00000146.jpg,20,143,25,156,9
dataset\0009홍금강앵무\0009_00000093.jpg,101,196,72,188,9
dataset\0009홍금강앵무\0009_00000177.jpg,21,188,10,145,9
dataset\0009홍금강앵무\0009_00000176.jpg,92,190,34,105,9
dataset\0009홍금강앵무\0009_00000154.jpg,32,195,9,170,9
dataset\0009홍금강앵무\0009_00000119.jpg,88,212,13,150,9
dataset\0009홍금강앵무\0009_00000158.jpg,163,216,88,171,9
dataset\0009홍금강앵무\0009_00000105.jpg,216,266,133,194,9
dataset\0009홍금강앵무\0009_00000090.jpg,119,261,29,155,9
dataset\0009홍금강앵무\0009_00000165.jpg,160,275,33,191,9
dataset\0009홍금강앵무\0009_00000135.jpg,60,190,18,155,9
dataset\0009홍금강앵무\0009_00000145.jpg,117,241,44,175,9
dataset\0009홍금강앵무\0009_00000171.jpg,22,194,22,115,9
dataset\0009홍금강앵무\0009_00000091.jpg,95,222,76,257,9
dataset\0009홍금강앵무\0009_00000112.jpg,128,176,77,135,9
dataset\0009홍금강앵무\0009_00000178.jpg,68,207,9,111,9
dataset\0009홍금강앵무\0009_00000136.jpg,52,166,5,103,9
dataset\0009홍금강앵무\0009_00000139.jpg,95,250,17,109,9
dataset\0009홍금강앵무\0009_00000153.jpg,65,226,53,223,9
dataset\0009홍금강앵무\0009_00000134.jpg,45,207,12,234,9
dataset\0009홍금강앵무\0009_00000128.jpg,79,198,79,164,9
dataset\0009홍금강앵무\0009_00000155.jpg,48,113,83,163,9
dataset\0009홍금강앵무\0009_00000141.jpg,97,234,36,133,9
dataset\0009홍금강앵무\0009_00000137.jpg,89,222,13,103,9
dataset\0009홍금강앵무\0009_00000114.jpg,124,196,73,140,9
dataset\0009홍금강앵무\0009_00000170.jpg,172,235,80,172,9
dataset\0009홍금강앵무\0009_00000116.jpg,148,259,37,128,9
dataset\0009홍금강앵무\0009_00000103.jpg,56,127,42,117,9
dataset\0009홍금강앵무\0009_00000102.jpg,57,151,13,93,9
dataset\0009홍금강앵무\0009_00000143.jpg,97,198,89,208,9
dataset\0009홍금강앵무\0009_00000098.jpg,42,241,28,257,9
dataset\0009홍금강앵무\0009_00000099.jpg,123,242,13,141,9
dataset\0009홍금강앵무\0009_00000115.jpg,112,199,45,141,9
dataset\0009홍금강앵무\0009_00000140.jpg,54,204,28,207,9
dataset\0009홍금강앵무\0009_00000120.jpg,107,230,13,159,9
dataset\0009홍금강앵무\0009_00000161.jpg,100,187,79,204,9
dataset\0009홍금강앵무\0009_00000169.jpg,137,245,14,103,9
dataset\0009홍금강앵무\0009_00000101.jpg,133,242,49,164,9
dataset\0009홍금강앵무\0009_00000150.jpg,17,196,30,259,9
dataset\0009홍금강앵무\0009_00000127.jpg,100,188,57,136,9
dataset\0009홍금강앵무\0009_00000126.jpg,123,186,14,89,9
dataset\0010오색앵무\0010_00000043.jpg,93,155,77,164,10
dataset\0010오색앵무\0010_00000070.jpg,34,107,70,154,10
dataset\0010오색앵무\0010_00000065.jpg,10,83,75,158,10
dataset\0010오색앵무\0010_00000002.jpg,42,112,50,121,10
dataset\0010오색앵무\0010_00000067.jpg,29,101,73,156,10
dataset\0010오색앵무\0010_00000045.jpg,89,151,72,160,10
dataset\0010오색앵무\0010_00000017.jpg,41,109,87,168,10
dataset\0010오색앵무\0010_00000024.jpg,58,119,73,162,10
dataset\0010오색앵무\0010_00000084.jpg,158,263,65,159,10
dataset\0010오색앵무\0010_00000013.jpg,32,115,83,163,10
dataset\0010오색앵무\0010_00000056.jpg,17,89,52,135,10
dataset\0010오색앵무\0010_00000046.jpg,68,129,65,156,10
dataset\0010오색앵무\0010_00000075.jpg,91,188,5,77,10
dataset\0010오색앵무\0010_00000020.jpg,48,108,84,172,10
dataset\0010오색앵무\0010_00000061.jpg,13,85,66,150,10
dataset\0010오색앵무\0010_00000006.jpg,37,112,66,139,10
dataset\0010오색앵무\0010_00000074.jpg,36,115,54,159,10
dataset\0010오색앵무\0010_00000019.jpg,61,129,87,174,10
dataset\0010오색앵무\0010_00000004.jpg,37,103,56,123,10
dataset\0010오색앵무\0010_00000009.jpg,33,112,77,154,10
dataset\0010오색앵무\0010_00000049.jpg,22,88,60,151,10
dataset\0010오색앵무\0010_00000003.jpg,40,109,53,124,10
dataset\0010오색앵무\0010_00000089.jpg,109,196,84,178,10
dataset\0010오색앵무\0010_00000032.jpg,88,151,119,203,10
dataset\0010오색앵무\0010_00000080.jpg,163,239,50,144,10
dataset\0010오색앵무\0010_00000059.jpg,8,80,62,145,10
dataset\0010오색앵무\0010_00000035.jpg,92,155,104,188,10
dataset\0010오색앵무\0010_00000012.jpg,28,107,77,154,10
dataset\0010오색앵무\0010_00000081.jpg,183,289,65,159,10
dataset\0010오색앵무\0010_00000011.jpg,28,107,70,147,10
dataset\0010오색앵무\0010_00000033.jpg,95,158,119,203,10
dataset\0010오색앵무\0010_00000071.jpg,172,249,33,117,10
dataset\0010오색앵무\0010_00000005.jpg,41,116,62,135,10
dataset\0010오색앵무\0010_00000054.jpg,21,93,48,131,10
dataset\0010오색앵무\0010_00000086.jpg,144,259,53,135,10
dataset\0010오색앵무\0010_00000038.jpg,62,124,84,158,10
dataset\0010오색앵무\0010_00000010.jpg,32,111,72,148,10
dataset\0010오색앵무\0010_00000041.jpg,60,121,87,167,10
dataset\0010오색앵무\0010_00000040.jpg,53,115,84,164,10
dataset\0010오색앵무\0010_00000068.jpg,28,100,73,156,10
dataset\0010오색앵무\0010_00000093.jpg,13,104,40,128,10
dataset\0010오색앵무\0010_00000063.jpg,9,81,70,154,10
dataset\0010오색앵무\0010_00000014.jpg,40,123,85,166,10
dataset\0010오색앵무\0010_00000037.jpg,58,121,91,175,10
dataset\0010오색앵무\0010_00000085.jpg,174,279,92,206,10
dataset\0010오색앵무\0010_00000027.jpg,81,141,85,174,10
dataset\0010오색앵무\0010_00000052.jpg,28,93,61,143,10
dataset\0010오색앵무\0010_00000082.jpg,171,277,73,167,10
dataset\0010오색앵무\0010_00000048.jpg,33,99,62,154,10
dataset\0010오색앵무\0010_00000034.jpg,99,162,112,196,10
dataset\0010오색앵무\0010_00000062.jpg,13,85,69,152,10
dataset\0010오색앵무\0010_00000029.jpg,92,155,93,186,10
dataset\0010오색앵무\0010_00000073.jpg,162,243,36,113,10
dataset\0010오색앵무\0010_00000023.jpg,52,112,69,158,10
dataset\0010오색앵무\0010_00000026.jpg,76,136,84,172,10
dataset\0010오색앵무\0010_00000031.jpg,75,137,115,199,10
dataset\0010오색앵무\0010_00000016.jpg,30,99,85,164,10
dataset\0010오색앵무\0010_00000047.jpg,52,117,66,158,10
dataset\0010오색앵무\0010_00000015.jpg,37,105,85,159,10
dataset\0010오색앵무\0010_00000036.jpg,83,145,97,182,10
dataset\0010오색앵무\0010_00000008.jpg,30,109,69,145,10
dataset\0010오색앵무\0010_00000050.jpg,13,79,64,155,10
dataset\0010오색앵무\0010_00000060.jpg,8,80,61,144,10
dataset\0010오색앵무\0010_00000072.jpg,174,250,37,121,10
dataset\0010오색앵무\0010_00000030.jpg,68,131,107,199,10
dataset\0010오색앵무\0010_00000154.jpg,36,121,56,145,10
dataset\0010오색앵무\0010_00000134.jpg,168,262,28,127,10
